name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,gender,type_race,height(cm),weight(lb),eye_color,hair_color,skin_color,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Booster Gold,13,85,85,40,70,100,40,"['Agility', 'Durability', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Senses', 'Flight', 'Force Fields', 'Intelligence', 'Invulnerability', 'Longevity', 'Power Suit', 'Precognition', 'Super Strength', 'Time Manipulation', 'Time Travel', 'Vision - Infrared', 'Vision - X-Ray', 'Weapons Master']",['Booster Gold (Smallville)'],"[""Bharjwarj, Bloodspot, Boosteroo, Booster, the Boy Wonder, Buster, Deathstroke, Goldstar, Greatest Hero You've Never Heard Of, Guardian of the Multiverse, Jesus Alvarez, Kid, Killer Moth, The King, Loser Gold, Major Idiot, Man of Gold, Michael Carter, Blac""]","Gotham City, 25th Century",Booster Gold #1,DC Comics,Good,"Superhero, Founder, C.E.O & Chairman of Booster Gold International","Metropolis, Earth, 21st Century, formerly Gotham City, 25th Century","['Justice League International', 'Time Masters', 'Conglomerate', 'Extreme Justice', 'Justice League']",Male,Human,196.0,215.0,Blue,Blond,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,False,True,True
Bor Burison,20,75,100,100,100,100,100,"['Absorption', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Senses', 'Godly Physiology', 'Heat Resistance', 'Invulnerability', 'Longevity', 'Magic', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master']",[],['Lord of Asgard'],Asgard,Journey into Mystery #97,Marvel Comics,Neutral,Warrior,Asgard,[],Male,Asgardian,196.0,650.0,Blue,Red,Unknown,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True
Box III,0,0,0,0,0,0,0,[],[],"['Box III, Wanda']",British Columbia,First appearance unknown,Marvel Comics,Good,"Physics professor, former NFL player",Base of operations unknown,[],Unknown,Unknown,193.0,245.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Box IV,5,75,75,25,30,15,55,['Telekinesis'],['Gemini V'],"['Gemini, Jack-In-The-Box']",Place of birth unknown,Alpha Flight #16,Marvel Comics,Good,"Inventor, former soldier",Base of operations unknown,[],Unknown,Unknown,183.14,209.93,Brown,Brown / Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brainiac 5 (CW),12,100,40,60,80,85,90,"['Agility', 'Durability', 'Elasticity', 'Electrical Transport', 'Enhanced Memory', 'Flight', 'Intelligence', 'Intuitive aptitude', 'Reflexes', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Telepathy Resistance']",[],"['Brainiac 5, Barney']","Colu, Earth-1",Supergirl Season 3: Episode 9,Unknown,Good,"Adventurer, Vigilante, Technician at the D.E.O.",National City; formerly 31st Century Earth,[],Male,Alien,170.0,123.0,Brown,White,Blue,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True
Brainiac 5,10,100,10,25,30,60,30,"['Energy Beams', 'Force Fields', 'Intelligence']",[],[''],Unknown,"Brainiac 5's primary invention is his personal force-shield generator. Brainiac 5 re-discovered the technical process behind original Brainiac's force-shield belt, which is capable of generating a virtually impervious field of protection. The belt must be",DC Comics,Good,Unknown,Unknown,['Legion of Super-Heroes'],Male,Unknown,170.0,135.0,Green,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Brainiac,15,100,95,65,90,65,75,"['Durability', 'Flight', 'Force Fields', 'Intelligence', 'Longevity', 'Omnilingualism', 'Self-Sustenance', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy']","['Brainiac (Futures End)', 'Brainiac (Injustice)', 'Brainiac (New 52)', 'Brainiac (Smallville)', 'God Brainiac']",['Milton Fine'],Unknown,Action Comics #242 (July 1958),DC Comics,Bad,Unknown,Unknown,[],Male,Android,198.0,300.0,Green,No Hair,Green,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
Brickster,4,75,10,25,30,35,65,"['Agility', 'Dexterity', 'Durability', 'Endurance', 'Heat Resistance', 'Stamina', 'Summoning', 'Weapons Master']","['Blizzard Samurai', 'Chewtoy']",['Mosters of stone'],Nexo knights,2017,Lego,Bad,Warrior,None,[],Male,Unknown,10.0,24.0,Yellow,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
Brother Voodoo,9,95,15,55,60,90,85,"['Animal Control', 'Element Control', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Hypnokinesis', 'Magic', 'Magic Resistance', 'Possession', 'Summoning', 'Teleportation']",[],"['Doctor Voodoo, Sorcerer Supreme']","Port-au-Prince, Haiti","Strange Tales #169 (September, 1973)",Marvel Comics,Good,Psychologist Houngan (voodoo priest),"Port-au-Prince, Haiti",[],Male,Human,183.0,220.0,Brown,Brown / White,Unknown,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bruce Banner (Wild West),9,100,10,10,15,10,20,"['Intelligence', 'Transformation']","['Bruce Banner', 'Bruce Banner (Hulkbuster) (MCU)', 'Captain Universe (Hulk)', 'Doc Green', 'Ego Hulk', 'Grey Hulk', 'Heart Of The Monster Hulk', 'Hulk', 'Hulk (1978)', 'Hulk (2003)', 'Hulk (classic)', 'Hulk (MCU)', 'Hulk (Stark Gauntlet) (MCU)', 'Hulk (Worthy)', 'Hulk Earth-5901', 'Hulkpool', 'Immortal Hulk', 'Incredible Hulk (Universal)', 'Indestructible Hulk', 'Infernal Hulk', 'Maestro Hulk', 'Merged Hulk', 'Mr. Fixit', 'Nul: Breaker Of Worlds', 'Professor Hulk', 'Professor Hulk (MCU)', 'Professor Hulk (Nano Gauntlet MCU)', 'Space Punisher Hulk', 'The Hulk (Earth 7642)', 'War Hulk', 'World Breaker Hulk', 'World War Hulk', 'Zombie Hulk', 'Zombie Hulk (Power Cosmic)']",[''],Unknown,Unknown,Marvel Comics,Unknown,"Scientist, apothecary",The western United States,[],Male,Unknown,183.14,209.93,Unknown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Brundlefly,6,85,30,25,40,30,15,"['Agility', 'Durability', 'Enhanced Smell', 'Intelligence', 'Jump', 'Reflexes', 'Stamina', 'Stealth', 'Super Strength', 'Toxin and Disease Control', 'Wallcrawling']",[],['The Fly'],Unknown,The Fly (1986),Unknown,Neutral,Scientist,Unknown,[],Male,Mutant,193.0,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True
Bryan Mills,10,100,15,30,60,50,100,"['Agility', 'Dexterity', 'Durability', 'Endurance', 'Intelligence', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master']",[],[''],Unknown,Taken (2008),Unknown,Good,Unknown,Unknown,[],Male,Human,193.0,230.0,Grey,Brown / White,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False
Buffy,6,80,30,40,70,50,60,"['Accelerated Healing', 'Agility', 'Danger Sense', 'Durability', 'Enhanced Memory', 'Psionic Powers', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Vision - Telescopic']",[],"['Anne, The Chosen One, The Vampire Slayer, The Slayer, Buff, B, The Buffster, Belinda, Joan']",Unknown,Dark Horse Presents 1998 Annual,Dark Horse Comics,Good,Slayer ; (formerly) Waitress ; DoubleMeat Palace employee ; Sunnydale High Counselor,Unknown,['Scooby Gang'],Female,Human,157.0,115.0,Green,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True
Bullseye (MCU),5,80,20,40,45,45,85,"['Agility', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Weapon-based Powers', 'Weapons Master']",[],['Dex'],Portsmouth new Hampshire,Daredevil season 3,Marvel Comics,Bad,Assasin,Unknown,[],Male,Unknown,157.0,66.0,Black,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
Bullseye (Wild West),5,85,10,20,15,20,85,"['Agility', 'Marksmanship', 'Weapon-based Powers', 'Weapons Master']",['Bullseye'],[''],Unknown,Unknown,Marvel Comics,Bad,Unknown,Western United States,[],Unknown,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Bullseye,5,75,10,25,70,20,70,"['Durability', 'Marksmanship', 'Weapons Master']",['Bullseye (Wild West)'],"['Benjamin Poindexter, Daredevil, Punisher, Bullseye, Hawkeye, pitcher ']",Unknown,"Daredevil #131 (March, 1976)",Marvel Comics,Bad,"Assassin, professional criminal, former mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"['Dark Avengers', 'A.R.M.O.R.', 'Thunderbolts']",Male,Human,183.0,200.0,blue,blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
Bumblebee,7,85,55,60,75,75,95,"['Agility', 'Biokinesis', 'Changing Armor', 'Durability', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Natural Armor', 'Natural Weapons', 'Physical Anomaly', 'Reflexes', 'Shapeshifting', 'Size Changing', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master']",[],"['Autobot Scout, Small Frie']",Cybertron,"Transformers (July, 1984)",Hasbro,Good,"Espionage Director, Spy, Scout",Mobile • formerly Cybertron,"['Autobots', 'Decepticons']",Male,Robot,488.0,600.0,Blue,No Hair,Yellow,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True
Bumbleboy,0,0,0,0,0,10,0,"['Flight', 'Telepathy']",[],[''],Unknown,New X-Men #153 ,Marvel Comics,Good,Unknown,Unknown,[],Male,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Buri,19,100,100,90,90,100,100,"['Accelerated Healing', 'Agility', 'Dexterity', 'Durability', 'Element Control', 'Endurance', 'Enhanced Senses', 'Invulnerability', 'Longevity', 'Magic', 'Reflexes', 'Size Changing', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance']",[],['Tiwaz'],Unknown,Unknown,Marvel Comics,Neutral,Unknown,Asgard,[],Male,Asgardian,302.0,216.0,Blue,Grey,Unknown,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True
Bushido,3,70,10,10,10,20,70,"['Agility', 'Weapons Master']",[],[''],Unknown,Titans: Secret Files & Origins #2,DC Comics,Good,Unknown,Unknown,[],Male,Human,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Bushmaster (MCU),7,85,55,60,70,65,95,"['Accelerated Healing', 'Agility', 'Durability', 'Endurance', 'Intelligence', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength']",[],['Bushmaster'],Brooklyn,Luke Cage Season 2: Episode 1,Marvel Comics,Bad,Gangster,Brooklyn,[],Male,Human,188.0,188.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True
Butterball,10,90,10,25,100,100,50,"['Cold Resistance', 'Durability', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Magic Resistance', 'Mind Control Resistance', 'Regeneration', 'Self-Sustenance', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Weapons Master']",[],[''],"Morganton, North Carolina",Unknown,Clive Barker,Good,hero,Unknown,[],Male,Human,168.0,220.0,Black,Brown,Unknown,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
Cable (FOX),8,65,55,80,60,100,70,"['Durability', 'Element Control', 'Enhanced Sight', 'Force Fields', 'Invulnerability', 'Marksmanship', 'Super Strength', 'Technopath/Cyberpath', 'Telekinesis', 'Time Travel', 'Weapon-based Powers', 'Weapons Master']","['Cable', 'Cable (Venomized)']",[''],Unknown,Deadpool 2,Marvel Comics,Bad,Unknown,Unknown,[],Male,Cyborg,157.0,176.0,Red,Brown,Unknown,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
Cable,22,95,50,25,55,100,80,"['Accelerated Healing', 'Agility', 'Astral Projection', 'Cloaking', 'Dexterity', 'Durability', 'Energy Blasts', 'Flight', 'Force Fields', 'Illusions', 'Intelligence', 'Marksmanship', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Precognition', 'Psionic Powers', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Travel', 'Vision - Thermal', 'Weapons Master']","['Cable (FOX)', 'Cable (Venomized)']","[""Chosen One, Soldier X, Nathan Dayspring, Askani'son, Nathan Dayspring Summers, Nathan Winters, The Traveller, The Saviour""]",Unrevealed location in the 20th Century United States,New Mutants #86 (as Cable),Marvel Comics,Good,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","The Xavier Institute, Salem Center, Westchester County, New York","[""Cerebro's X-Men"", 'Deep Six', 'X-Men', 'X-Force', 'Six Pack']",Male,Mutant,203.0,350.0,Blue,White,Unknown,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True
Caesar,11,100,30,40,65,85,100,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Danger Sense', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Memory', 'Enhanced Senses', 'Insanity', 'Intelligence', 'Intuitive aptitude', 'Jump', 'Longevity', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Weapons Master']",[],[''],Unknown,Rise of the Planet of the Apes (2011),Unknown,Neutral,Unknown,Unknown,[],Male,Animal,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True
Caitlin Fairchild,17,95,100,85,100,100,85,"['Accelerated Healing', 'Agility', 'Intelligence', 'Invulnerability', 'Marksmanship', 'Phasing', 'Possession', 'Reflexes', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength']",[],"['Fairchild, Dr Caitlin Fairchild, Kat, Supergirl, Big Red, Red']",Unknown,Deathmate #Black - Black,DC Comics,Good,Scientist,"Los Angeles, N.O.W.H.E.R.E. Base",['Ravagers'],Female,Mutant,193.0,300.0,Green,Red,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True
Calculator,10,100,5,40,60,70,65,"['Dimensional Travel', 'Energy Constructs', 'Intelligence', 'Intuitive aptitude', 'Photographic Reflexes', 'Power Suit', 'Technopath/Cyberpath', 'Weapon-based Powers']",[],[''],mobile,Detective Comics #463 (September 1976),DC Comics,Neutral,"Underworld Information specialist, Supervillain",Gotham City,[],Male,Metahuman,180.0,169.0,Green,Red,Unknown,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Caliban (FOX),8,90,30,45,55,40,70,"['Agility', 'Enhanced Senses', 'Enhanced Smell', 'Intelligence']",[],"['Caliban', 'Albino (by Charles Xavier)', 'Mutie (by Donald Pierce)']",Unknown,X-Men: Apocalypse,Marvel Comics,Unknown,Unknown,Unknown,[],Male,Mutant,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
Caliban,5,75,50,35,50,65,60,"['Agility', 'Emotional Power Up', 'Energy Absorption', 'Fear Inducement', 'Radar Sense', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength']",[],"['Hound, Hellhound, Death,Pestilence,Test Subject 22-C']",Unknown,Uncanny X-Men #148,Marvel Comics,Good,"Morlock, X-Men Member","Xavier Institute for Higher Learning, New York City","['Morlocks', 'X-Force', 'X-Factor', ""Apocalypse's Horsemen"", 'X-Men']",Male,Mutant,203.0,275.0,Yellow,No Hair,White,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True
Callisto,6,80,55,25,40,50,85,"['Accelerated Healing', 'Agility', 'Enhanced Senses', 'Reflexes', 'Super Strength', 'Vision - Night', 'Wallcrawling']",[],[''],Unknown,X-MEN (first series) #169,Marvel Comics,Bad,Unknown,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship ","['Morlocks', 'X-Men']",Female,Unknown,175.0,165.0,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True
Cameron Hicks,5,75,10,25,30,50,70,"['Hyperkinesis', 'Marksmanship', 'Spatial Awareness']",[],[''],Unknown,Unknown,SyFy,Good,Unknown,Unknown,['Alphas'],Male,Alpha,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cannonball,7,75,30,65,100,95,55,"['Energy Absorption', 'Energy Armor', 'Flight', 'Immortality', 'Super Speed']",[],"['Formerly Samson Guthry, Sam Guthrie, Jet-Ass ']","Cumberland County, Kentucky ",Marvel Graphic Novel #4 (1982),Marvel Comics,Good,"Adventurer, peacekeeper, former student, mercenary, miner ",Unknown,"['Neo-Knights', 'Ultimate X-Men', 'X-Men', 'X-Force', 'New Mutants']",Male,Unknown,183.0,181.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Captain America 2099,8,95,20,55,45,45,100,"['Energy Constructs', 'Flight', 'Force Fields', 'Jump']",[],"['A Female Captain America, Bobbie Mendez, Cap, His Amazing Friend, Operative One-Nine-Four-One, Six Foot Muscle Woman']",Unknown,Secret Wars 2099 #1,Marvel Comics,Good,"Adventurer, Alchemax employee, government agent",Alchemax Building,[],Female,Human,183.14,209.93,Brown,Blond,Unknown,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Captain America (EMH),7,85,20,50,60,65,100,"['Accelerated Healing', 'Agility', 'Durability', 'Longevity', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master']","['Captain America', 'Captain America (Infinity Gauntlet)', 'Captain America (Marvel Zombies)', 'Captain America (MCU)', 'Captain America (Ultimate)', 'Captain America (Venomized)', 'Captain America (Wild West)', 'Captain America (Worthy)', 'Captain America (Worthy) (MCU)', 'Civil Warrior', 'Nomad (MCU)', 'Soldier Supreme']","['Cap, Captain Rogers']","Brooklyn, USA",Meet Captain America,Marvel Comics,Good,Unknown,Unknown,[],Male,Human,0.0,209.93,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True
Captain America (Venomized),14,75,40,50,50,100,100,"['Accelerated Healing', 'Agility', 'Danger Sense', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Hacking', 'Intelligence', 'Jump', 'Longevity', 'Marksmanship', 'Mind Control Resistance', 'Natural Weapons', 'Peak Human Condition', 'Precognition', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Wallcrawling', 'Weapon-based Powers', 'Weapons Master', 'Web Creation']","['Captain America', 'Captain America (EMH)', 'Captain America (Infinity Gauntlet)', 'Captain America (Marvel Zombies)', 'Captain America (MCU)', 'Captain America (Ultimate)', 'Captain America (Wild West)', 'Captain America (Worthy)', 'Captain America (Worthy) (MCU)', 'Civil Warrior', 'Nomad (MCU)', 'Soldier Supreme']",[''],"Manhattan, New York City, New York",Unknown,Marvel Comics,Bad,Unknown,Unknown,[],Male,Symbiote,188.0,220.0,Blue,Blond,Unknown,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
Captain America (Wild West),8,95,20,35,50,40,95,"['Agility', 'Durability', 'Weapon-based Powers', 'Weapons Master']","['Captain America', 'Captain America (EMH)', 'Captain America (Infinity Gauntlet)', 'Captain America (Marvel Zombies)', 'Captain America (MCU)', 'Captain America (Ultimate)', 'Captain America (Venomized)', 'Captain America (Worthy)', 'Captain America (Worthy) (MCU)', 'Civil Warrior', 'Nomad (MCU)', 'Soldier Supreme']",[''],Unknown,Unknown,Marvel Comics,Unknown,Unknown,"Old West, Chronopolis",[],Male,Unknown,183.14,209.93,Black,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Captain Atom,37,90,95,85,90,100,80,"['Accelerated Healing', 'Agility', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Force Fields', 'Heat Generation', 'Immortality', 'Invisibility', 'Invulnerability', 'Molecular Manipulation', 'Natural Armor', 'Phasing', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Self-Sustenance', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Time Manipulation', 'Time Travel', 'Weapons Master']",[],"['Monarch, Allen Adam, Cameron Scott']",Unknown,Captain Atom #1,DC Comics,Good,Former Soldier,Unknown,"['Justice League Europe', 'United States Air Force', 'Justice League', ""Monarch's Army""]",Male,Human / Radiation,193.0,200.0,Blue,Silver,Silver,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True
